0,0.582446,0.353210
1,0.503935,0.444363
2,0.573656,0.403736
3,0.581504,0.397590
4,0.606911,0.361529
5,0.470145,0.318383
6,0.481161,0.311869
7,0.544169,0.312479
8,0.591581,0.330078
9,0.629805,0.318244
10,0.637938,0.303397
11,0.646398,0.282885
12,0.640108,0.304258
13,0.634179,0.284426
14,0.661979,0.316831
15,0.653881,0.314274
16,0.631243,0.326021
17,0.603413,0.315980
18,0.831556,0.346316
19,0.853073,0.342628
20,0.826790,0.324355
21,0.788735,0.328482
22,0.753457,0.324789
23,0.749902,0.313520
24,0.765437,0.305714
25,0.744215,0.340112
26,0.745427,0.362926
27,0.705983,0.353021
28,0.685474,0.335777
29,0.697496,0.338350
30,0.701943,0.359138
31,0.703906,0.349359
32,0.698746,0.331514
33,0.687833,0.340718
34,0.676462,0.328846
35,0.687124,0.344206
36,0.669261,0.330879
37,0.684062,0.324287
38,0.622871,0.318130
39,0.619248,0.324800
40,0.621770,0.316798
41,0.619306,0.303274
42,0.598844,0.314501
43,0.607207,0.335029
44,0.593719,0.327078
45,0.604509,0.354291
46,0.601949,0.349862
47,0.605371,0.374765
48,0.588272,0.356060
49,0.595117,0.354166
50,0.592422,0.344304
51,0.596901,0.366844
52,0.578714,0.390026
53,0.588301,0.388928
54,0.592035,0.389562
55,0.590719,0.377171
56,0.591498,0.373949
57,0.584882,0.371575
58,0.589844,0.377495
59,0.594857,0.379100
60,0.599677,0.369240
61,0.592613,0.363551
62,0.585331,0.369336
63,0.582889,0.361876
64,0.578783,0.373059
65,0.589820,0.374747
66,0.593594,0.383714
67,0.583996,0.387325
68,0.597430,0.386374
69,0.602441,0.392028
70,0.599249,0.387471
71,0.587259,0.408971
72,0.589616,0.404998
73,0.588843,0.412201
74,0.587374,0.408866
75,0.589212,0.406127
76,0.586871,0.399914
77,0.571473,0.396775
78,0.568291,0.401919
79,0.562313,0.398510
80,0.562656,0.401108
81,0.574354,0.400590
82,0.576215,0.408344
83,0.583741,0.400747
84,0.594639,0.391701
85,0.587872,0.399424
86,0.584007,0.400749
87,0.585762,0.400944
88,0.583903,0.398923
89,0.591558,0.402491
90,0.594897,0.398193
91,0.597442,0.392183
92,0.593926,0.396209
93,0.582367,0.394454
94,0.585114,0.394371
95,0.589115,0.388977
96,0.606372,0.393461
97,0.617239,0.388052
98,0.618672,0.385907
99,0.616063,0.381184
100,0.622836,0.379153
101,0.632516,0.379948
102,0.630449,0.377573
103,0.635381,0.384393
104,0.641385,0.379471
105,0.647099,0.370659
106,0.651519,0.373654
107,0.655265,0.382070
108,0.653052,0.385341
109,0.649161,0.390243
110,0.656125,0.384569
111,0.663584,0.381122
112,0.655970,0.385405
113,0.649529,0.384549
114,0.651263,0.379768
115,0.645299,0.369407
116,0.635833,0.373708
117,0.634204,0.365109
118,0.633632,0.368154
119,0.635677,0.364477
120,0.641635,0.365989
121,0.644610,0.373415
122,0.633832,0.357382
123,0.629681,0.362825
124,0.620566,0.367485
125,0.625206,0.362061
126,0.624881,0.351413
127,0.622979,0.345842
128,0.612693,0.348112
129,0.602085,0.354344
130,0.602171,0.338643
131,0.606543,0.334084
132,0.600707,0.337719
133,0.602595,0.345607
134,0.601926,0.344069
135,0.597435,0.348800
136,0.611836,0.356452
137,0.615385,0.347124
138,0.619691,0.350839
139,0.618119,0.355928
140,0.611695,0.349730
141,0.596465,0.353237
142,0.591244,0.360470
143,0.600874,0.361013
144,0.592308,0.373810
145,0.592218,0.374753
146,0.584680,0.371977
147,0.578472,0.363147
148,0.574318,0.363698
149,0.576048,0.368408
150,0.573138,0.369191
151,0.577735,0.375313
152,0.589468,0.374898
153,0.583334,0.371757
154,0.575828,0.372893
155,0.573507,0.363213
156,0.570719,0.360655
157,0.572234,0.359981
158,0.570789,0.350438
159,0.575176,0.353249
160,0.567811,0.350869
161,0.566755,0.346737
162,0.577306,0.340687
163,0.590482,0.337537
164,0.598584,0.336899
165,0.590384,0.329035
166,0.574643,0.320006
167,0.571402,0.306486
168,0.555553,0.313537
169,0.564234,0.315970
170,0.568807,0.313975
171,0.578661,0.311562
172,0.568770,0.323020
173,0.560932,0.336520
174,0.559631,0.361132
175,0.559579,0.361765
176,0.578694,0.365589
177,0.577840,0.353176
178,0.582399,0.356785
179,0.577470,0.347493
180,0.558231,0.347406
181,0.561438,0.337668
182,0.558768,0.329036
183,0.579258,0.331351
184,0.589566,0.337518
185,0.596734,0.343639
186,0.608078,0.336490
187,0.609356,0.336565
188,0.607686,0.341268
189,0.615330,0.333484
190,0.590041,0.332173
191,0.596100,0.334167
192,0.598693,0.334438
193,0.605918,0.333330
194,0.616064,0.329076
195,0.626600,0.328121
196,0.619555,0.328805
197,0.631942,0.331729
198,0.641754,0.325942
199,0.635769,0.324106
200,0.629589,0.320888
201,0.623279,0.310659
202,0.622048,0.308378
203,0.620016,0.314050
204,0.621868,0.319191
205,0.621183,0.317965
206,0.627548,0.315483
207,0.622217,0.315767
208,0.627405,0.328304
209,0.628963,0.317447
210,0.620357,0.319146
211,0.615764,0.317620
212,0.629746,0.314572
213,0.631050,0.307473
214,0.634456,0.308691
215,0.635045,0.318873
216,0.633366,0.319859
217,0.630516,0.314148
218,0.630709,0.317231
219,0.636355,0.336694
220,0.642706,0.331438
221,0.650207,0.332688
222,0.649186,0.343018
223,0.643013,0.349663
224,0.648276,0.351031
225,0.641309,0.346861
226,0.647343,0.346180
227,0.633642,0.346939
228,0.635619,0.356571
229,0.631080,0.360479
230,0.632312,0.363716
231,0.624506,0.356724
232,0.624264,0.365380
233,0.625971,0.366818
234,0.632367,0.365970
235,0.639262,0.369249
236,0.635839,0.378920
237,0.626076,0.372788
238,0.631569,0.371878
239,0.628892,0.359116
240,0.626323,0.361739
241,0.645029,0.357234
242,0.636100,0.369174
243,0.632872,0.377809
244,0.640371,0.367106
245,0.647685,0.372876
246,0.640412,0.367651
247,0.627774,0.367375
248,0.618997,0.371645
249,0.613980,0.373220
250,0.603376,0.376392
251,0.593655,0.382561
252,0.591950,0.382863
253,0.596671,0.380408
254,0.600365,0.379643
255,0.599894,0.379670
256,0.596372,0.379641
257,0.592589,0.366461
258,0.588756,0.368743
259,0.586097,0.368351
260,0.597727,0.364869
261,0.605091,0.364522
262,0.609017,0.365145
263,0.611476,0.358830
264,0.607882,0.357269
265,0.616495,0.356121
266,0.603204,0.353917
267,0.601417,0.349424
268,0.603139,0.346243
269,0.608080,0.346463
270,0.607596,0.352349
271,0.612595,0.353132
272,0.621422,0.353081
273,0.627654,0.364213
274,0.619133,0.359392
275,0.621104,0.357148
276,0.619958,0.353073
277,0.616925,0.348502
278,0.618193,0.344471
279,0.600829,0.344090
280,0.594178,0.343171
281,0.593164,0.344612
282,0.594508,0.351129
283,0.589991,0.353564
284,0.587481,0.362810
285,0.598456,0.367353
286,0.610232,0.364085
287,0.615352,0.367268
288,0.618279,0.371593
289,0.612809,0.373045
290,0.610662,0.366912
291,0.609228,0.364083
292,0.614076,0.364790
293,0.613968,0.364231
294,0.615312,0.355782
295,0.614931,0.351682
296,0.602432,0.357481
297,0.605858,0.361035
298,0.602759,0.363678
299,0.606884,0.355759
300,0.615906,0.361583
301,0.607078,0.359236
302,0.618217,0.356736
303,0.628699,0.354913
304,0.626173,0.353212
305,0.621565,0.352678
306,0.623708,0.341467
307,0.633409,0.334827
308,0.630405,0.332775
309,0.623348,0.318720
310,0.626866,0.318607
311,0.634830,0.324115
312,0.637962,0.311437
313,0.635980,0.320464
314,0.636199,0.310588
315,0.637588,0.313874
316,0.642271,0.313945
317,0.652218,0.313988
318,0.644304,0.319855
319,0.637383,0.316670
320,0.629190,0.302474
321,0.622077,0.302724
322,0.616997,0.317761
323,0.625806,0.318875
324,0.623679,0.317277
325,0.617962,0.313732
326,0.619972,0.313233
327,0.622081,0.308775
328,0.632173,0.310973
329,0.629247,0.314276
330,0.601891,0.320650
331,0.607292,0.320277
332,0.605642,0.334165
333,0.606877,0.326553
334,0.608878,0.320156
335,0.612406,0.325271
336,0.612246,0.327652
337,0.621963,0.323093
338,0.623038,0.327823
339,0.621374,0.327845
340,0.623928,0.332505
341,0.629183,0.338232
342,0.632837,0.346857
343,0.631719,0.343071
344,0.627105,0.345296
345,0.628908,0.346228
346,0.602518,0.341390
347,0.601280,0.337401
348,0.577793,0.343552
349,0.585859,0.342764
350,0.589011,0.349553
351,0.584436,0.343806
352,0.600160,0.338474
353,0.594059,0.348945
